b'id',b'key',b'value',b'type' 
b'3172734338',b'name',b'Hoft\xc3\xb6pferei',b'regular'
b'3172734338',b'opening_hours',b'Mo-Fr 11:00-18:00; Sa 11:00-14:00',b'regular'
b'3172734338',b'shop',b'pottery',b'regular'
b'3172734348',b'city',b'Flensburg',b'addr'
b'3172734348',b'country',b'DE',b'addr'
b'3172734348',b'housenumber',b'10',b'addr'
b'3172734348',b'postcode',b'24937',b'addr'
b'3172734348',b'street',b'Rote Stra\xc3\x9fe',b'addr'
b'3172734348',b'long_name',b'Schrittmacher f\xc3\xbcr Frauen',b'addr'
b'3172734348',b'name',b'Schrittmacher',b'addr'
b'3172734348',b'shop',b'shoes',b'addr'
b'3172734348',b'website',b'http://www.schrittmacher-flensburg.de/',b'addr'
b'3178884947',b'highway',b'bus_stop',b'regular'
b'3178884947',b'operator',b'VGSF',b'regular'
b'3178884947',b'public_transport',b'platform',b'regular'
b'3178884947',b'shelter',b'yes',b'regular'
b'3178885577',b'highway',b'bus_stop',b'regular'
b'3178885577',b'operator',b'VGSF',b'regular'
b'3178885577',b'public_transport',b'platform',b'regular'
b'3178885577',b'shelter',b'no',b'regular'
b'3196657543',b'railway',b'level_crossing',b'regular'
b'3200111401',b'emergency',b'fire_hydrant',b'regular'
b'3200111401',b'diameter',b'100',b'fire_hydrant'
b'3200111401',b'type',b'underground',b'fire_hydrant'
b'3201266196',b'city',b'Flensburg',b'addr'
b'3201266196',b'country',b'DE',b'addr'
b'3201266196',b'housenumber',b'9',b'addr'
b'3201266196',b'postcode',b'24937',b'addr'
b'3201266196',b'street',b'Gro\xc3\x9fe Stra\xc3\x9fe',b'addr'
b'3201266196',b'name',b'Broder Beck',b'addr'
b'3201266196',b'shop',b'clothes',b'addr'
b'3201266206',b'city',b'Flensburg',b'addr'
b'3201266206',b'country',b'DE',b'addr'
b'3201266206',b'housenumber',b'1',b'addr'
b'3201266206',b'postcode',b'24937',b'addr'
b'3201266206',b'street',b'Holm',b'addr'
b'3201266206',b'name',b'Intersport J\xc3\xbcrgensen',b'addr'
b'3201266206',b'shop',b'clothes',b'addr'
b'3201266206',b'website',b'http://www.intersport-hansjuergensen.de/',b'addr'
b'3201266206',b'wheelchair',b'yes',b'addr'
b'3201266226',b'city',b'Flensburg',b'addr'
b'3201266226',b'country',b'DE',b'addr'
b'3201266226',b'housenumber',b'35',b'addr'
b'3201266226',b'postcode',b'24937',b'addr'
b'3201266226',b'street',b'Gro\xc3\x9fe Stra\xc3\x9fe',b'addr'
b'3201266226',b'name',b'Trapez',b'addr'
b'3201266226',b'shop',b'jewelry',b'addr'
b'3201352955',b'bench',b'yes',b'regular'
b'3201352955',b'bus',b'yes',b'regular'
b'3201352955',b'highway',b'bus_stop',b'regular'
b'3201352955',b'name',b'Stuhrsallee',b'regular'
b'3201352955',b'public_transport',b'platform',b'regular'
b'3201352955',b'shelter',b'yes',b'regular'
b'3220700055',b'city',b'Flensburg',b'addr'
b'3220700055',b'country',b'DE',b'addr'
b'3220700055',b'housenumber',b'58',b'addr'
b'3220700055',b'postcode',b'24937',b'addr'
b'3220700055',b'street',b'Angelburger Stra\xc3\x9fe',b'addr'
b'3220700055',b'name',b'Internetshop Sizar',b'addr'
b'3220700055',b'shop',b'internet_shop',b'addr'
b'3258862761',b'city',b'Padborg',b'addr'
b'3258862761',b'country',b'DK',b'addr'
b'3258862761',b'housenumber',b'12',b'addr'
b'3258862761',b'postcode',b'6330',b'addr'
b'3258862761',b'street',b'S\xc3\xb8vej',b'addr'
b'3258862761',b'identifier',b'6C0B980A0A094038B6DAC6267FC24E20',b'osak'
b'3258862761',b'municipality_no',b'0580',b'osak'
b'3258862761',b'revision',b'2014-12-12T23:59:00',b'osak'
b'3258862761',b'street',b'S\xc3\xb8vej',b'osak'
b'3258862761',b'street_no',b'2348',b'osak'
b'3258862761',b'source',b'AWS Web API',b'osak'
b'3258866941',b'city',b'Padborg',b'addr'
b'3258866941',b'country',b'DK',b'addr'
b'3258866941',b'housenumber',b'4',b'addr'
b'3258866941',b'postcode',b'6330',b'addr'
b'3258866941',b'street',b'S\xc3\xb8vej',b'addr'
b'3258866941',b'identifier',b'F3754163A90E40F09F9E9E6D48A67966',b'osak'
b'3258866941',b'municipality_no',b'0580',b'osak'
b'3258866941',b'revision',b'2014-12-12T23:59:00',b'osak'
b'3258866941',b'street',b'S\xc3\xb8vej',b'osak'
b'3258866941',b'street_no',b'2348',b'osak'
b'3258866941',b'source',b'AWS Web API',b'osak'
b'3259750818',b'city',b'Harrislee',b'addr'
b'3259750818',b'country',b'DE',b'addr'
b'3259750818',b'housenumber',b'24',b'addr'
b'3259750818',b'postcode',b'24955',b'addr'
b'3259750818',b'street',b'Osterl\xc3\xbckken',b'addr'
b'3259750828',b'city',b'Harrislee',b'addr'
b'3259750828',b'country',b'DE',b'addr'
b'3259750828',b'housenumber',b'29',b'addr'
b'3259750828',b'postcode',b'24955',b'addr'
b'3259750828',b'street',b'Osterl\xc3\xbckken',b'addr'
b'3259750838',b'city',b'Harrislee',b'addr'
b'3259750838',b'country',b'DE',b'addr'
b'3259750838',b'housenumber',b'13a',b'addr'
b'3259750838',b'postcode',b'24955',b'addr'
b'3259750838',b'street',b'Osterl\xc3\xbckken',b'addr'
b'3266938460',b'city',b'Flensburg',b'addr'
b'3266938460',b'country',b'DE',b'addr'
b'3266938460',b'housenumber',b'30',b'addr'
b'3266938460',b'postcode',b'24941',b'addr'
b'3266938460',b'street',b'Rude',b'addr'
b'3266938460',b'name',b'Salon Ivers',b'addr'
b'3266938460',b'opening_hours',b'Mo-Fr 09:00-18:00; Sa 08:00-13:00',b'addr'
b'3266938460',b'phone',b'+49 461 1506099',b'addr'
b'3266938460',b'shop',b'hairdresser',b'addr'
b'3266938460',b'website',b'www.salonivers.de',b'addr'
b'3266938460',b'wheelchair',b'no',b'addr'
b'3273796062',b'boundary',b'marker',b'regular'
b'3273796062',b'de',"b'Hauptstein(Pilar),gut erhalten'",b'description'
b'3273796062',b'format',b'obelisk',b'description'
b'3273796062',b'top',b'pyramidal',b'format'
b'3273796062',b'image',b'https://commons.wikimedia.org/wiki/File:Krusa_Grenzstein_1_D_DK.jpg',b'format'
b'3273796062',b'inscription',b'D 15.6.1920/1/DRP',b'format'
b'3273796062',b'marker',b'stone',b'format'
b'3273796062',b'name',b'1',b'format'
b'3273796062',b'source',b'Geodatastyrelsen : SNSOR',b'format'
b'3312779229',b'city',b'Padborg',b'addr'
b'3312779229',b'country',b'DK',b'addr'
b'3312779229',b'housenumber',b'6',b'addr'
b'3312779229',b'postcode',b'6330',b'addr'
b'3312779229',b'street',b'Thorsvej',b'addr'
b'3312779229',b'identifier',b'632C2F39B8D24142929F967A96DACEBE',b'osak'
b'3312779229',b'municipality_no',b'0580',b'osak'
b'3312779229',b'revision',b'2015-01-21T23:59:00',b'osak'
b'3312779229',b'street',b'Thorsvej',b'osak'
b'3312779229',b'street_no',b'1854',b'osak'
b'3312779229',b'source',b'AWS Web API',b'osak'
b'3356495247',b'emergency',b'fire_hydrant',b'regular'
b'3356495247',b'diameter',b'100',b'fire_hydrant'
b'3356495247',b'type',b'underground',b'fire_hydrant'
b'3356495287',b'entrance',b'yes',b'regular'
b'3373546110',b'amenity',b'bench',b'regular'
b'3373546130',b'access',b'private',b'regular'
b'3373546130',b'barrier',b'gate',b'regular'
b'3373546140',b'amenity',b'bench',b'regular'
b'3373546150',b'amenity',b'bench',b'regular'
b'3389758310',b'emergency',b'fire_hydrant',b'regular'
b'3389758310',b'diameter',b'100',b'fire_hydrant'
b'3389758310',b'type',b'underground',b'fire_hydrant'
b'3389841029',b'barrier',b'gate',b'regular'
b'3431796190',b'barrier',b'bollard',b'regular'
b'3431796190',b'bicycle',b'yes',b'regular'
b'3431796190',b'foot',b'yes',b'regular'
b'3439578835',b'city',b'Flensburg',b'addr'
b'3439578835',b'country',b'DE',b'addr'
b'3439578835',b'housenumber',b'53-55',b'addr'
b'3439578835',b'postcode',b'24937',b'addr'
b'3439578835',b'street',b'Gro\xc3\x9fe Stra\xc3\x9fe',b'addr'
b'3439578835',b'amenity',b'restaurant',b'addr'
b'3439578835',b'name',b'Gastro Burger & Steak',b'addr'
b'3441662888',b'entrance',b'yes',b'regular'
b'3462084065',b'city',b'Flensburg',b'addr'
b'3462084065',b'country',b'DE',b'addr'
b'3462084065',b'housenumber',b'32-34',b'addr'
b'3462084065',b'postcode',b'24937',b'addr'
b'3462084065',b'street',b'Rote Stra\xc3\x9fe',b'addr'
b'3462084065',b'name',b'Friseur am Rathaus',b'addr'
b'3462084065',b'opening_hours',b'Mo-Fr 08:30-18:00; Sa 08:30-14:00; Su off',b'addr'
b'3462084065',b'phone',b'+49 461 50097377',b'addr'
b'3462084065',b'shop',b'hairdresser',b'addr'
b'3462084065',b'website',b'www.friseuramrathaus.de',b'addr'
b'3469603621',b'barrier',b'gate',b'regular'
b'3469603631',b'barrier',b'gate',b'regular'
b'3493685834',b'amenity',b'cafe',b'regular'
b'3493685834',b'name',b'Flensburger Beach',b'regular'
b'3501301899',b'natural',b'tree',b'regular'
b'3501308731',b'natural',b'tree',b'regular'
b'3512513628',b'amenity',b'post_box',b'regular'
b'3512513628',b'collection_times',b'Mo-Sa 9:00',b'regular'
b'3512513628',b'operator',b'Deutsche Post',b'regular'
b'3545434317',b'mooring:category',b'deviation_dolphin',b'seamark'
b'3545434317',b'type',b'mooring',b'seamark'
b'3556593658',b'access',b'private',b'regular'
b'3556593658',b'amenity',b'parking_entrance',b'regular'
b'3556593658',b'name',b'Tiefgarage',b'regular'
b'3559214059',b'artwork_type',b'sculpture',b'regular'
b'3559214059',b'name',b'Kristall',b'regular'
b'3559214059',b'tourism',b'artwork',b'regular'
b'3559301825',b'mooring:category',b'dolphin',b'seamark'
b'3559301825',b'type',b'mooring',b'seamark'
b'3559301835',b'mooring:category',b'dolphin',b'seamark'
b'3559301835',b'type',b'mooring',b'seamark'
b'3559301845',b'mooring:category',b'dolphin',b'seamark'
b'3559301845',b'type',b'mooring',b'seamark'
b'3563965997',b'mooring:category',b'post',b'seamark'
b'3563965997',b'type',b'mooring',b'seamark'
b'3563966007',b'mooring:category',b'post',b'seamark'
b'3563966007',b'type',b'mooring',b'seamark'
b'3563966018',b'mooring:category',b'post',b'seamark'
b'3563966018',b'type',b'mooring',b'seamark'
b'3564294847',b'mooring:category',b'post',b'seamark'
b'3564294847',b'type',b'mooring',b'seamark'
b'3571219193',b'name',b'Unser Norden Landb\xc3\xa4ckerei',b'regular'
b'3571219193',b'opening_hours',b'08:00-21:00',b'regular'
b'3571219193',b'shop',b'bakery',b'regular'
b'3578958794',b'amenity',b'fast_food',b'regular'
b'3578958794',b'name',b'Bastians Currywurst und Meer',b'regular'
b'3578958794',b'opening_hours',b'Mo-Fr 11:00-22:00; Sa-Su 14:00-22:00',b'regular'
b'3578958794',b'phone',b'+49 461 80702899',b'regular'
b'3578958794',b'website',b'www.bastians-imbiss.de',b'regular'
b'3583698353',b'amenity',b'car_sharing',b'regular'
b'3583698353',b'capacity',b'2',b'regular'
b'3583698353',b'name',b'CarSharing Station Heinrich / IHK',b'regular'
b'3583698353',b'network',b'cambio_stadtmobil',b'regular'
b'3583698353',b'operator',b'Cambio',b'regular'
b'3583698353',b'website',b'http://www.cambio-carsharing.de/cms/carsharing/de/1/cms_f2_55/stdws_info/stationen/station/2644.html?cms_Feurocode=FLB#stationdetails',b'regular'
b'3610727193',b'city',b'Handewitt',b'addr'
b'3610727193',b'country',b'DE',b'addr'
b'3610727193',b'housenumber',b'13',b'addr'
b'3610727193',b'postcode',b'24983',b'addr'
b'3610727193',b'street',b'Scandinavian Park',b'addr'
b'3610727193',b'baby_change',b'yes',b'addr'
b'3610727193',b'bistro',b'yes',b'addr'
b'3610727193',b'restaurant',b'70',b'capacity'
b'3610727193',b'shower',b'3 H; 1 D',b'capacity'
b'3610727193',b'smoker_free',b'existing',b'capacity'
b'3610727193',b'toilets',b'8 H; 6 D; 2 B',b'capacity'
b'3610727193',b'truck',b'50+',b'capacity'
b'3610727193',b'truck_diesel_pumps',b'4',b'capacity'
b'3610727193',b'washers',b'1',b'capacity'
b'3610727193',b'cb_communication_shop',b'yes',b'capacity'
b'3610727193',b'email',b'info@scandinavian-park.de',b'contact'
b'3610727193',b'fax',b'04608-97165-59',b'contact'
b'3610727193',b'phone',b'04608-97165-0',b'contact'
b'3610727193',b'website',b'www.scandinavian-park.de',b'contact'
b'3610727193',b'copier',b'yes',b'contact'
b'3610727193',b'fast_food',b'yes',b'contact'
b'3610727193',b'fax',b'yes',b'contact'
b'3610727193',b'adblue',b'yes',b'fuel'
b'3610727193',b'biodiesel',b'yes',b'fuel'
b'3610727193',b'cng',b'yes',b'fuel'
b'3610727193',b'highway',b'services',b'fuel'
b'3610727193',b'hotel',b'yes',b'fuel'
b'3610727193',b'internet_access',b'terminal',b'fuel'
b'3610727193',b'lit',b'Mo-Sa 08:00-22:00; Su 11:00-22:00',b'fuel'
b'3610727193',b'name',b'Autohof Scandinavian Park',b'fuel'
b'3610727193',b'operator',b'H.W.Petersen',b'fuel'
b'3610727193',b'american_express',b'yes',b'payment'
b'3610727193',b'bancomat',b'yes',b'payment'
b'3610727193',b'dkv',b'yes',b'payment'
b'3610727193',b'ec',b'yes',b'payment'
b'3610727193',b'mastercard',b'yes',b'payment'
b'3610727193',b'uta',b'yes',b'payment'
b'3610727193',b'visa',b'yes',b'payment'
b'3610727193',b'playground',b'yes',b'payment'
b'3610727193',b'post_box',b'yes',b'payment'
b'3610727193',b'restaurant',b'yes',b'payment'
b'3610727193',b'sanitary_dump_station',b'yes',b'payment'
b'3610727193',b'shop',b'yes',b'payment'
b'3610727193',b'toilets',b'yes',b'payment'
b'3610727193',b'tv',b'yes',b'payment'
b'3610727193',b'tyres_service',b'yes',b'payment'
b'3610727193',b'wheelchair',b'yes',b'payment'
b'3622323504',b'name',"b""Helga's Second Hand Shop""",b'regular'
b'3622323504',b'shop',b'clothes',b'regular'
b'3622323534',b'emergency',b'fire_hydrant',b'regular'
b'3622323534',b'diameter',b'100',b'fire_hydrant'
b'3622323534',b'type',b'underground',b'fire_hydrant'
b'3622323544',b'entrance',b'yes',b'regular'
b'3622323554',b'city',b'Flensburg',b'addr'
b'3622323554',b'country',b'DE',b'addr'
b'3622323554',b'housenumber',b'8',b'addr'
b'3622323554',b'postcode',b'24937',b'addr'
b'3622323554',b'street',b'Friesische Stra\xc3\x9fe',b'addr'
b'3622323554',b'shop',b'bakery',b'disused'
b'3622323554',b'long_name',b'Asia B\xc3\xa4ckerei Tandur Brot',b'disused'
b'3622323554',b'old_name',b'Tandur Brot',b'disused'
b'3623195628',b'emergency',b'fire_hydrant',b'regular'
b'3623195628',b'type',b'pillar',b'fire_hydrant'
b'3623195638',b'emergency',b'fire_hydrant',b'regular'
b'3623195638',b'diameter',b'100',b'fire_hydrant'
b'3623195638',b'type',b'underground',b'fire_hydrant'
b'3623474308',b'entrance',b'yes',b'regular'
b'3631144893',b'city',b'Flensburg',b'addr'
b'3631144893',b'country',b'DE',b'addr'
b'3631144893',b'housenumber',b'12',b'addr'
b'3631144893',b'postcode',b'24944',b'addr'
b'3631144893',b'street',b'Breedlandweg',b'addr'
b'3631144893',b'amenity',b'restaurant',b'addr'
b'3631144893',b'cuisine',b'greek',b'addr'
b'3631144893',b'name',b'Poseidon',b'addr'
b'3631144893',b'phone',b'+49 461 35331',b'addr'
b'3639524551',b'landmark:category',b'tower',b'seamark'
b'3639524551',b'landmark:function',b'church',b'seamark'
b'3639524551',b'type',b'landmark',b'seamark'
b'3676101598',b'amenity',b'bench',b'regular'
b'3686538726',b'amenity',b'fire_station',b'regular'
b'3686538726',b'name',b'Freiwillige Feuerwehr Maasb\xc3\xbcll',b'regular'
b'3692053635',b'city',b'Flensburg',b'addr'
b'3692053635',b'country',b'DE',b'addr'
b'3692053635',b'housenumber',b'41',b'addr'
b'3692053635',b'postcode',b'24937',b'addr'
b'3692053635',b'street',b'Angelburger Stra\xc3\x9fe',b'addr'
b'3692053635',b'name',b'Goldschmiede Neumann',b'addr'
b'3692053635',b'shop',b'jewelry',b'addr'
b'3708181427',b'entrance',b'yes',b'regular'
b'3710151253',b'city',b'Flensburg',b'addr'
b'3710151253',b'country',b'DE',b'addr'
b'3710151253',b'housenumber',b'61',b'addr'
b'3710151253',b'postcode',b'24939',b'addr'
b'3710151253',b'street',b'Duburger Stra\xc3\x9fe',b'addr'
b'3710151253',b'name',b'Harmonie',b'addr'
b'3710151253',b'shop',b'clothes',b'addr'
b'3710151273',b'emergency',b'fire_hydrant',b'regular'
b'3710151273',b'diameter',b'100',b'fire_hydrant'
b'3710151273',b'type',b'underground',b'fire_hydrant'
b'3710190922',b'amenity',b'telephone',b'regular'
b'3710190922',b'operator',b'Deutsche Telekom AG',b'regular'
b'3710190922',b'coins',b'yes',b'payment'
b'3710192142',b'entrance',b'yes',b'regular'
b'3721560847',b'city',b'Padborg',b'addr'
b'3721560847',b'country',b'DK',b'addr'
b'3721560847',b'housenumber',b'9',b'addr'
b'3721560847',b'postcode',b'6330',b'addr'
b'3721560847',b'street',b'Sp\xc3\xb8lb\xc3\xa6kvej',b'addr'
b'3721560847',b'identifier',b'5731BFAC67F54F73A8D4CAA959D79BC5',b'osak'
b'3721560847',b'municipality_no',b'0580',b'osak'
b'3721560847',b'revision',b'2015-06-30T12:26:06.300',b'osak'
b'3721560847',b'street',b'Sp\xc3\xb8lb\xc3\xa6kvej',b'osak'
b'3721560847',b'street_no',b'1637',b'osak'
b'3721560847',b'source',b'Danmarks Adressers Web API',b'osak'
b'3721984914',b'beacon_special_purpose:shape',b'stake',b'seamark'
b'3721984914',b'topmark:colour',b'white',b'seamark'
b'3721984914',b'topmark:shape',"b'cone, point down'",b'seamark'
b'3721984914',b'type',b'beacon_special_purpose',b'seamark'
b'3734105194',b'city',b'Flensburg',b'addr'
b'3734105194',b'country',b'DE',b'addr'
b'3734105194',b'housenumber',b'1',b'addr'
b'3734105194',b'postcode',b'24937',b'addr'
b'3734105194',b'street',b'Nikolaistra\xc3\x9fe',b'addr'
b'3740777755',b'amenity',b'vending_machine',b'regular'
b'3740777755',b'design_count',b'2',b'coin'
b'3740777755',b'type',b'5cent',b'coin'
b'3740777755',b'EUR',b'yes',b'currency'
b'3740777755',b'fixme',b'position',b'currency'
b'3740777755',b'opening_hours',b'Mo-Su 10:00-18:00',b'currency'
b'3740777755',b'operator',b'euroscope',b'currency'
b'3740777755',b'coins',b'yes',b'payment'
b'3740777755',b'vending',b'elongated_coin',b'payment'
b'3740777755',b'website',b'http://elongated-coin.de/phpBB3/viewtopic.php?t=8120',b'payment'
b'3758687165',b'noexit',b'yes',b'regular'
b'3763808415',b'city',b'Flensburg',b'addr'
b'3763808415',b'country',b'DE',b'addr'
b'3763808415',b'housenumber',b'3-7',b'addr'
b'3763808415',b'postcode',b'24937',b'addr'
b'3763808415',b'street',b'Rote Stra\xc3\x9fe',b'addr'
b'3763808415',b'name',b'K\xc3\xbcchen Ketter',b'addr'
b'3763808415',b'opening_hours',b'Mo-Fr 09:30-18:00; Sa 09:30-14:00',b'addr'
b'3763808415',b'phone',b'+49 461 12624',b'addr'
b'3763808415',b'shop',b'kitchen',b'addr'
b'3763808415',b'website',b'www.flensburger-kuechenetage.de',b'addr'
b'3775568658',b'entrance',b'yes',b'regular'
b'3789402067',b'entrance',b'yes',b'regular'
b'3794434142',b'entrance',b'yes',b'regular'
b'3797762635',b'entrance',b'yes',b'regular'
b'3797762645',b'entrance',b'yes',b'regular'
b'3797762655',b'entrance',b'yes',b'regular'
b'3797762875',b'entrance',b'yes',b'regular'
b'3797762895',b'entrance',b'yes',b'regular'
b'3797762905',b'entrance',b'yes',b'regular'
b'3797762915',b'entrance',b'yes',b'regular'
b'3797762945',b'entrance',b'yes',b'regular'
b'3797762955',b'entrance',b'yes',b'regular'
b'3797762965',b'entrance',b'yes',b'regular'
b'3797762975',b'entrance',b'yes',b'regular'
b'3797762995',b'entrance',b'yes',b'regular'
b'3797763035',b'entrance',b'yes',b'regular'
b'3797763055',b'entrance',b'yes',b'regular'
b'3797763065',b'entrance',b'yes',b'regular'
b'3797763105',b'entrance',b'yes',b'regular'
b'3797847982',b'entrance',b'yes',b'regular'
b'3797848042',b'entrance',b'yes',b'regular'
b'3797997522',b'city',b'Flensburg',b'addr'
b'3797997522',b'country',b'DE',b'addr'
b'3797997522',b'housenumber',b'5',b'addr'
b'3797997522',b'postcode',b'24939',b'addr'
b'3797997522',b'street',b'Querstra\xc3\x9fe',b'addr'
b'3797997522',b'amenity',b'kindergarten',b'addr'
b'3797997522',b'name',b'Die Kleinen Nordst\xc3\xa4dter',b'addr'
b'3797997522',b'phone',b'+49 461 4817007',b'addr'
b'3797997522',b'website',b'www.die-kleinen-nordstaedter.de',b'addr'
b'3797998002',b'entrance',b'yes',b'regular'
b'3797998182',b'entrance',b'yes',b'regular'
b'3797998192',b'entrance',b'yes',b'regular'
b'3797998202',b'entrance',b'yes',b'regular'
b'3797998212',b'entrance',b'yes',b'regular'
b'3802180055',b'name',b'Elektro Paulsen',b'regular'
b'3802180055',b'office',b'company',b'regular'
b'3802748274',b'barrier',b'gate',b'regular'
b'3802748274',b'foot',b'permissive',b'regular'
b'3804169505',b'emergency',b'fire_hydrant',b'regular'
b'3804169505',b'type',b'underground',b'fire_hydrant'
b'3804719959',b'entrance',b'yes',b'regular'
b'3807977623',b'entrance',b'yes',b'regular'
b'3807977633',b'entrance',b'yes',b'regular'
b'3807977643',b'entrance',b'yes',b'regular'
b'3807977653',b'entrance',b'yes',b'regular'
b'3808071056',b'noexit',b'yes',b'regular'
b'3808072266',b'amenity',b'bench',b'regular'
b'3808072266',b'backrest',b'yes',b'regular'
b'3808072276',b'amenity',b'atm',b'regular'
b'3808072276',b'operator',b'VR-Bank',b'regular'
b'3810256988',b'entrance',b'yes',b'regular'
b'3815562727',b'city',b'Flensburg',b'addr'
b'3815562727',b'country',b'DE',b'addr'
b'3815562727',b'housenumber',b'4',b'addr'
b'3815562727',b'postcode',b'24939',b'addr'
b'3815562727',b'street',b'Apenrader Stra\xc3\x9fe',b'addr'
b'3815562727',b'amenity',b'pharmacy',b'addr'
b'3815562727',b'name',b'Nord-Apotheke',b'addr'
b'3815562727',b'opening_hours',"b'Mo,Tu,Th,Fr 08:00-18:30; We 08:00-18:00; Sa 08:30-13:00; Su off'",b'addr'
b'3815562727',b'phone',b'+49 461 493440',b'addr'
b'3815562727',b'website',b'www.nordapotheke-flensburg.de',b'addr'
b'3825587073',b'amenity',b'restaurant',b'regular'
b'3825587073',b'navnelbnr',b'673030',b'fvst'
b'3825587073',b'name',b'Hotel Fr\xc3\xb8slev Kro',b'fvst'
b'3825587073',b'opening_hours',b'Oct-May 18:00-20:00; Jun-Sep 18:00-21:00; Su off',b'fvst'
b'3825587073',b'phone',b'+45 74673204',b'fvst'
b'3825587073',b'website',b'http://www.froslev-kro.dk/',b'fvst'
b'3832404419',b'entrance',b'yes',b'regular'
b'3857371108',b'railway',b'switch',b'regular'
b'3857371118',b'railway',b'switch',b'regular'
b'3892423420',b'city',b'Flensburg',b'addr'
b'3892423420',b'country',b'DE',b'addr'
b'3892423420',b'housenumber',b'20',b'addr'
b'3892423420',b'postcode',b'24937',b'addr'
b'3892423420',b'street',b'S\xc3\xbcderfischerstra\xc3\x9fe',b'addr'
b'3892423420',b'craft',b'carpenter',b'addr'
b'3892423420',b'name',b'Tischlerei Uwe Hansen',b'addr'
b'3892528429',b'emergency',b'fire_hydrant',b'regular'
b'3892528429',b'diameter',b'100',b'fire_hydrant'
b'3892528429',b'type',b'underground',b'fire_hydrant'
b'3893829780',b'city',b'Flensburg',b'addr'
b'3893829780',b'country',b'DE',b'addr'
b'3893829780',b'housenumber',b'2',b'addr'
b'3893829780',b'postcode',b'24937',b'addr'
b'3893829780',b'street',b'Pilkentafel',b'addr'
b'3893829780',b'amenity',b'theatre',b'addr'
b'3893829780',b'name',b'Theaterwerkstatt Pilkentafel',b'addr'
b'3893829780',b'phone',b'+49 461 24901',b'addr'
b'3893829780',b'website',b'www.pilkentafel.de',b'addr'
b'3896446876',b'emergency',b'fire_hydrant',b'regular'
b'3896446876',b'diameter',b'80',b'fire_hydrant'
b'3896446876',b'type',b'underground',b'fire_hydrant'
b'3896641551',b'city',b'Flensburg',b'addr'
b'3896641551',b'country',b'DE',b'addr'
b'3896641551',b'housenumber',b'7',b'addr'
b'3896641551',b'postcode',b'24943',b'addr'
b'3896641551',b'street',b'Bachstra\xc3\x9fe',b'addr'
b'3896641551',b'amenity',b'fast_food',b'addr'
b'3896641551',b'cuisine',b'italian',b'addr'
b'3896641551',b'name',b'Da Vinci',b'addr'
b'3896641551',b'opening_hours',"b'Mo-Su 11:30-14:30,17:00-00:00'",b'addr'
b'3896641551',b'phone',b'+49 461 1828867',b'addr'
b'3896641551',b'website',b'www.davinciflensburg.de',b'addr'
b'3896650761',b'amenity',b'post_box',b'regular'
b'3896650761',b'check_date',b'2017-03-22',b'regular'
b'3896650761',b'collection_times',b'Mo-Fr 14:00; Sa 11:00',b'regular'
b'3896650761',b'operator',b'Deutsche Post',b'regular'
b'3896650761',b'ref',"b'St.-J\xc3\xbcrgen-Str. 4, 24937 Flensburg'",b'regular'
b'3896650821',b'city',b'Flensburg',b'addr'
b'3896650821',b'country',b'DE',b'addr'
b'3896650821',b'housenumber',b'4',b'addr'
b'3896650821',b'postcode',b'24937',b'addr'
b'3896650821',b'street',b'Kurze Stra\xc3\x9fe',b'addr'
b'3896650821',b'craft',b'shoemaker',b'addr'
b'3896650821',b'name',b'Schuh-Star',b'addr'
b'3896650821',b'opening_hours',"b'Tu-Fr 09:00-18:00; Sa 10:00-14:00; Su,Mo off'",b'addr'
b'3896650821',b'shop',b'shoes',b'addr'
b'3901799118',b'amenity',b'atm',b'regular'
b'3901799118',b'operator',b'Nord-Ostsee Sparkasse',b'regular'
b'3904940506',b'entrance',b'yes',b'regular'
b'3904940516',b'entrance',b'yes',b'regular'
b'3904940536',b'entrance',b'yes',b'regular'
b'3932031508',b'leaf_type',b'broadleaved',b'regular'
b'3932031508',b'natural',b'tree',b'regular'
b'3936417281',b'entrance',b'yes',b'regular'
b'3936448968',b'noexit',b'yes',b'regular'
b'3954947389',b'access',b'private',b'regular'
b'3954947389',b'barrier',b'gate',b'regular'
b'3978082921',b'city',b'Flensburg',b'addr'
b'3978082921',b'country',b'DE',b'addr'
b'3978082921',b'housenumber',b'60',b'addr'
b'3978082921',b'postcode',b'24941',b'addr'
b'3978082921',b'street',b'Schleswiger Stra\xc3\x9fe',b'addr'
b'3978082921',b'name',b'Deep Blue',b'addr'
b'3978082921',b'opening_hours',b'Mo-Fr 11:30-18:00; Sa 10:00-15:00',b'addr'
b'3978082921',b'phone',b'+49 461 90499796',b'addr'
b'3978082921',b'shop',b'clothes',b'addr'
b'3993200459',b'entrance',b'yes',b'regular'
b'3993200479',b'entrance',b'yes',b'regular'
b'3993647770',b'emergency',b'fire_hydrant',b'regular'
b'3993647770',b'diameter',b'150',b'fire_hydrant'
b'3993647770',b'type',b'underground',b'fire_hydrant'
b'4005578274',b'amenity',b'bench',b'regular'
b'4005578274',b'backrest',b'yes',b'regular'
b'4011228897',b'amenity',b'vending_machine',b'regular'
b'4011228897',b'operator',b'tobaccoland',b'regular'
b'4011228897',b'vending',b'cigarettes',b'regular'
b'4014984300',b'amenity',b'waste_basket',b'regular'
b'4016248207',b'entrance',b'yes',b'regular'
b'4063479626',b'amenity',b'vending_machine',b'regular'
b'4063479626',b'vending',b'excrement_bags',b'regular'
b'4063479626',b'wheelchair',b'yes',b'regular'
